Date,SI_Open,SI_High,SI_Low,SI_Close,SI_Length,SI_BarLength,SI_RodLength,SI_PinLength,SI_OpenRatio,SI_HighRatio,SI_LowRatio,SI_CloseRatio,SI_RiseFall,SI_BarRatio,SI_RodRatio,SI_PinRatio,SI_RSI_5,SI_RSI_10,Open,High,Low,Close,Length,BarLength,RodLength,PinLength,OpenRatio,HighRatio,LowRatio,CloseRatio,RiseFall,BarRatio,RodRatio,PinRatio,RSI_5,RSI_10
2020/9/1,12617.39,12703.28,12565.83,12703.28,137.450000000001,85.8900000000012,0,-51.5599999999995,1.0020601281028,1.00680727155141,0.995913576421114,1.00680727155141,0.006807271551407,0.624881775190984,0,-0.375118224809016,34.0441706624351,31.076627089277,126.5,128.5,123.5,128,5,1.5,0.5,-3,1.00396825396825,1.01581027667984,0.976284584980237,1.01185770750988,0.011857707509882,0.3,0.1,-0.6,33.7870356342554,17.1911921448334
2020/9/2,12772.43,12802.61,12646.47,12699.5,156.140000000001,-72.9300000000003,30.1800000000003,-53.0300000000007,1.00544347601564,1.00236290196932,0.990138133464031,0.994290045042329,-0.005709954957671,-0.467080824900728,0.193288074804663,-0.339631100294609,19.1939125809991,32.4956168386435,129,129,126,127.5,3,-1.5,0,-1.5,1.0078125,1,0.976744186046512,0.988372093023256,-0.011627906976744,-0.5,0,-0.5,28.1916089648122,17.9806612245439
2020/9/3,12774.97,12857.79,12732.32,12757.97,125.470000000001,-17,82.8200000000015,-25.6499999999996,1.00594275365172,1.00648298978393,0.996661440300838,0.998669272804554,-0.001330727195445,-0.135490555511276,0.660078106320242,-0.204431338168482,22.9126572498867,49.127176954241,129,129.5,126,127.5,3.5,-1.5,0.5,-1.5,1.01176470588235,1.00387596899225,0.976744186046512,0.988372093023256,-0.011627906976744,-0.428571428571429,0.142857142857143,-0.428571428571429,33.7353311090639,29.6670340709541
2020/9/4,12645.92,12655.67,12559.78,12637.95,95.8899999999994,-7.96999999999935,9.75,-78.1700000000001,0.991217254782697,1.00077099965839,0.993188316864254,0.999369757202323,-0.000630242797677,-0.083116070497439,0.101679007195746,-0.815204922306816,24.352209830779,36.1017304344971,124.5,125.5,123.5,125,2,0.5,0.5,-1,0.976470588235294,1.00803212851406,0.991967871485944,1.00401606425703,0.004016064257028,0.25,0.25,-0.5,28.9907622495188,26.5433796625477
2020/9/7,12645.93,12725.05,12575.36,12601.4,149.689999999999,-44.5300000000007,79.119999999999,-26.0399999999991,1.00063143152173,1.00625655843422,0.99441954842388,0.996478708960116,-0.003521291039884,-0.297481461687494,0.528559021978754,-0.173959516333752,37.8192519953184,31.8093706225691,125,126,122,122,4,-3,1,0,1,1.008,0.976,0.976,-0.024,-0.75,0.25,0,25.1447424939786,20.9407166243387
2020/9/8,12637.42,12702.55,12614.72,12663.56,87.8299999999999,26.1399999999994,38.9899999999998,-22.7000000000007,1.00285841255734,1.00515374182389,0.99820374728386,1.00206846017621,0.002068460176207,0.297620403051343,0.443925765683705,-0.258453831264952,15.5984517695441,28.9540607406886,122.5,123,119,119.5,4,-3,0.5,-0.5,1.00409836065574,1.00408163265306,0.971428571428571,0.975510204081633,-0.024489795918367,-0.75,0.125,-0.125,5.3009180475554,17.7229824024818
2020/9/9,12592.18,12616.57,12480.5,12608.58,136.07,16.3999999999996,7.98999999999978,-111.68,0.994363354380601,1.00193691640367,0.991131003527586,1.00130239561379,0.001302395613786,0.120526199750126,0.05871977658558,-0.820754023664294,38.0753564805057,22.9656584057036,118,122.5,117.5,122.5,5,4.5,0,-0.5,0.98744769874477,1.03813559322034,0.995762711864407,1.03813559322034,0.038135593220339,0.9,0,-0.1,41.2163108518966,35.9142932081094
2020/9/10,12665.74,12708.64,12650.4,12691.75,58.2399999999998,26.0100000000002,16.8899999999994,-15.3400000000001,1.00453342089276,1.00338708989763,0.998788858763878,1.00205357128758,0.002053571287584,0.44660027472528,0.290006868131859,-0.263392857142861,56.6462950887938,31.1353103823363,123,125,119,119.5,6,-3.5,2,-0.5,1.00408163265306,1.01626016260163,0.967479674796748,0.971544715447154,-0.028455284552846,-0.583333333333333,0.333333333333333,-0.083333333333333,35.3927892597412,34.845731607277
2020/9/11,12697.46,12701.79,12616.68,12675.95,85.1100000000006,-21.5099999999984,4.33000000000175,-59.2700000000004,1.00044989855615,1.00034101308451,0.99363809769828,0.998305960404679,-0.001694039595321,-0.252731758900226,0.050875337798164,-0.69639290330161,50.9826184393299,31.6939533984175,120,121,117,121,4,1,0,-3,1.00418410041841,1.00833333333333,0.975,1.00833333333333,0.008333333333333,0.25,0,-0.75,37.6528788537774,34.9908462316417
2020/9/14,12680.41,12793.07,12680.41,12787.82,112.66,107.41,5.25,0,1.00035184739605,1.00888457076703,1,1.00847054629937,0.00847054629937,0.953399609444346,0.046600390555654,0,89.1331183165078,61.6349185326332,122,125,120.5,124.5,4.5,2.5,0.5,-1.5,1.00826446280992,1.02459016393443,0.987704918032787,1.02049180327869,0.020491803278689,0.555555555555556,0.111111111111111,-0.333333333333333,55.8444412850652,45.2560015159154
2020/9/15,12787.42,12857.73,12773.23,12845.65,84.5,58.2299999999996,12.0799999999999,-14.1900000000005,0.999968720235349,1.00549837261934,0.998890315638338,1.00455369417756,0.004553694177559,0.689112426035498,0.142958579881656,-0.167928994082846,90.6273296044195,58.8757389695301,124.5,129,124,128,5,3.5,1,-0.5,1,1.03614457831325,0.995983935742972,1.0281124497992,0.028112449799197,0.7,0.2,-0.1,76.9645929456651,49.7210974548154
2020/9/16,12989.81,13021.68,12948.72,12976.76,72.9600000000009,-13.0499999999993,31.8700000000008,-28.0400000000009,1.01122247609113,1.00245346159798,0.996836751268879,0.998995366367945,-0.001004633632055,-0.178865131578935,0.436814692982462,-0.384320175438603,84.8188591355006,69.2787961410368,130,131,126,127,5,-3,1,-1,1.015625,1.00769230769231,0.969230769230769,0.976923076923077,-0.023076923076923,-0.6,0.2,-0.2,52.4916516294884,47.0198545516486
2020/9/17,12920.15,12972.52,12851.52,12872.74,121,-47.4099999999999,52.3700000000008,-21.2199999999993,0.995637585961365,1.00405335851364,0.994688142165532,0.996330537958151,-0.003669462041849,-0.391818181818181,0.432809917355378,-0.175371900826441,67.1616549071482,63.6856294864785,126.5,127.5,125,126,2.5,-0.5,1,-1,0.996062992125984,1.00790513833992,0.988142292490118,0.996047430830039,-0.00395256916996,-0.2,0.4,-0.4,67.8094168823683,48.7970951912686
2020/9/18,12858.6,12927.81,12841.09,12875.62,86.7199999999994,17.0200000000004,52.1899999999987,-17.5100000000002,0.99890155475835,1.0053823899958,0.998638265441028,1.00132362776663,0.001323627766631,0.196263837638383,0.601821955719547,-0.20191420664207,75.4279016920401,66.6592976888279,126,127.5,125,127.5,2.5,1.5,0,-1,1,1.01190476190476,0.992063492063492,1.01190476190476,0.011904761904762,0.6,0,-0.4,69.1227402633098,50.7118589766133
2020/9/21,12874.61,12952.31,12795.09,12795.12,157.219999999999,-79.4899999999998,77.6999999999989,-0.030000000000655,0.999921557175499,1.00603513426814,0.993823502226475,0.993825832394146,-0.006174167605854,-0.505597252257983,0.494211932324127,-0.00019081541789,35.1397088083634,61.1868827861601,128,128,125,125,3,-3,0,0,1.00392156862745,1,0.9765625,0.9765625,-0.0234375,-1,0,0,44.2256327145222,50.8474425059716
2020/9/22,12786.91,12786.91,12632.74,12645.51,154.17,-141.4,0,-12.7700000000004,0.999358349120602,1,0.987943138725462,0.988941816279304,-0.011058183720696,-0.917169358500354,0,-0.082830641499646,5.69790575321971,42.8619437357407,124.5,126.5,122,124.5,4.5,0,2,-2.5,0.996,1.01606425702811,0.979919678714859,1,0,0,0.444444444444444,-0.555555555555556,19.0867838602353,57.5458934335071
2020/9/23,12656.3,12700.89,12548.07,12583.88,152.82,-72.4200000000001,44.5900000000002,-35.8099999999995,1.00085326728618,1.00352314657522,0.991448527610755,0.994277948531561,-0.005722051468439,-0.473890851982726,0.291781180473761,-0.234327967543512,4.73612350635945,35.8705440639741,125.5,126,122.5,124.5,3.5,-1,0.5,-2,1.00803212851406,1.00398406374502,0.97609561752988,0.99203187250996,-0.00796812749004,-0.285714285714286,0.142857142857143,-0.571428571428571,25.1883552495965,44.2054398731786
2020/9/24,12487.48,12487.48,12264.38,12264.38,223.1,-223.1,0,0,0.992339405652311,1,0.982134105520089,0.982134105520089,-0.017865894479911,-1,0,0,3.14073206358113,23.3161045755157,123,124,122,123,2,0,1,-1,0.987951807228916,1.00813008130081,0.991869918699187,1,0,0,0.5,-0.5,27.4870812087198,54.0884017958038
